logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Family	Class
-0.81247609	7.187318813	0.000496957	0.002672121	Lx2B:L1:LINE	153.4588069	87.5716329	DO_RNA_Pb_M	Pb	M	Lx2B	L1	LINE
-0.85175869	8.147592514	0.000496141	0.002672121	RMER16-int:ERVK:LTR	313.7356163	163.7263696	DO_RNA_Pb_M	Pb	M	RMER16-int	ERVK	LTR
-0.859290559	6.528171679	0.00051018	0.002728931	Tigger1:TcMar-Tigger:DNA	92.15136409	54.64842717	DO_RNA_Pb_M	Pb	M	Tigger1	TcMar-Tigger	DNA
-1.527890238	1.575976889	0.000518303	0.002758015	MER54B:ERVL:LTR	2.893441202	0.334374074	DO_RNA_Pb_M	Pb	M	MER54B	ERVL	LTR
-0.880136592	5.859945933	0.000551028	0.002917042	4.5SRNA:scRNA:scRNA	61.54773325	31.43436464	DO_RNA_Pb_M	Pb	M	4.5SRNA	scRNA	scRNA
-1.178988106	3.839073933	0.000567041	0.002986415	MLTR18A_MM:ERVK:LTR	14.22488684	6.552828141	DO_RNA_Pb_M	Pb	M	MLTR18A_MM	ERVK	LTR
-0.941285527	6.605611115	0.000594516	0.003115142	RLTR13D:ERVK:LTR	102.4582378	46.74516283	DO_RNA_Pb_M	Pb	M	RLTR13D	ERVK	LTR
-0.768362146	7.805540958	0.000600429	0.003130158	L1_Rod:L1:LINE	228.8041831	131.136644	DO_RNA_Pb_M	Pb	M	L1_Rod	L1	LINE
-0.944328054	4.181898778	0.000613665	0.003183	MER63C:hAT-Blackjack:DNA	18.17764316	8.519681258	DO_RNA_Pb_M	Pb	M	MER63C	hAT-Blackjack	DNA
-1.199337336	3.337203457	0.000631361	0.003258332	L1MA10:L1:LINE	9.055360948	3.792230755	DO_RNA_Pb_M	Pb	M	L1MA10	L1	LINE
-0.810029332	7.208309904	0.000635042	0.003260939	L1MD:L1:LINE	158.6830226	73.23839724	DO_RNA_Pb_M	Pb	M	L1MD	L1	LINE
-1.430723344	0.945814082	0.000646197	0.003301715	MER110:ERV1:LTR	1.935564767	0.61099473	DO_RNA_Pb_M	Pb	M	MER110	ERV1	LTR
-0.731729178	10.70459781	0.000658612	0.003348487	MIR:MIR:SINE	1820.796929	1101.739063	DO_RNA_Pb_M	Pb	M	MIR	MIR	SINE
-0.73939811	10.90193311	0.000666301	0.003370894	PB1D7:Alu:SINE	2094.537819	1164.87752	DO_RNA_Pb_M	Pb	M	PB1D7	Alu	SINE
-0.832426814	5.804591334	0.000717722	0.00361324	LTR84b:ERVL:LTR	56.89614715	34.08908693	DO_RNA_Pb_M	Pb	M	LTR84b	ERVL	LTR
-0.769016937	6.640179988	0.000724336	0.003628748	ETnERV-int:ERVK:LTR	104.3670488	61.15148876	DO_RNA_Pb_M	Pb	M	ETnERV-int	ERVK	LTR
-0.748021729	10.49589269	0.000745509	0.003716689	Lx:L1:LINE	1537.092743	877.6291395	DO_RNA_Pb_M	Pb	M	Lx	L1	LINE
-0.732881054	6.283129924	0.000756093	0.003738255	LTR37-int:ERV1:LTR	77.56206778	47.36753739	DO_RNA_Pb_M	Pb	M	LTR37-int	ERV1	LTR
-0.85330036	8.11722046	0.000757115	0.003738255	MLT2D:ERVL:LTR	297.9410621	167.3290786	DO_RNA_Pb_M	Pb	M	MLT2D	ERVL	LTR
-0.747903351	7.498149762	0.000774248	0.003804558	MLT1E2:ERVL-MaLR:LTR	190.1179896	106.7525478	DO_RNA_Pb_M	Pb	M	MLT1E2	ERVL-MaLR	LTR
-0.819779241	5.094077668	0.00078314	0.003829928	RMER13A:ERVK:LTR	37.20762861	19.07566948	DO_RNA_Pb_M	Pb	M	RMER13A	ERVK	LTR
-0.832397689	6.024816819	0.000794256	0.003847648	RMER13B:ERVK:LTR	74.2081455	35.43256199	DO_RNA_Pb_M	Pb	M	RMER13B	ERVK	LTR
-0.818274573	8.329075563	0.000792273	0.003847648	Tigger7:TcMar-Tigger:DNA	349.2839424	195.1380824	DO_RNA_Pb_M	Pb	M	Tigger7	TcMar-Tigger	DNA
-0.772433464	8.229500703	0.000800267	0.003858566	Charlie5:hAT-Charlie:DNA	312.9171067	191.38379	DO_RNA_Pb_M	Pb	M	Charlie5	hAT-Charlie	DNA
-0.716332967	7.141780451	0.000810114	0.003887791	RLTR11A2:ERVK:LTR	153.2392963	91.4026041	DO_RNA_Pb_M	Pb	M	RLTR11A2	ERVK	LTR
-1.506428433	1.960489367	0.000842115	0.004022568	tRNA-Ala-GCG:tRNA:tRNA	3.259880094	1.535870227	DO_RNA_Pb_M	Pb	M	tRNA-Ala-GCG	tRNA	tRNA
-0.93949756	5.260123556	0.00087242	0.004145805	MLT1J1:ERVL-MaLR:LTR	40.88840026	23.03240248	DO_RNA_Pb_M	Pb	M	MLT1J1	ERVL-MaLR	LTR
-1.239751643	3.226848247	0.000875988	0.004145805	RMER6-int:ERVK:LTR	8.820574581	4.447171044	DO_RNA_Pb_M	Pb	M	RMER6-int	ERVK	LTR
-0.903307515	9.06524403	0.00089629	0.00422243	MLT1D:ERVL-MaLR:LTR	526.4219479	311.6689308	DO_RNA_Pb_M	Pb	M	MLT1D	ERVL-MaLR	LTR
-0.84122894	4.084941299	0.000902151	0.004230634	MLTR31C_MM:ERVK:LTR	17.60824099	10.04117387	DO_RNA_Pb_M	Pb	M	MLTR31C_MM	ERVK	LTR
-0.855870489	4.197666852	0.000922501	0.004255551	Charlie18a:hAT-Charlie:DNA	19.86995195	9.063006762	DO_RNA_Pb_M	Pb	M	Charlie18a	hAT-Charlie	DNA
-1.427352699	1.471152961	0.000923142	0.004255551	LTR81A:Gypsy:LTR	2.718062447	0.870641149	DO_RNA_Pb_M	Pb	M	LTR81A	Gypsy	LTR
-0.683638634	7.884178098	0.000924039	0.004255551	MER20:hAT-Charlie:DNA	248.4291076	139.2800844	DO_RNA_Pb_M	Pb	M	MER20	hAT-Charlie	DNA
-0.903052554	7.399768317	0.000913201	0.004255551	RLTR44B:ERVK:LTR	172.1471299	78.95416976	DO_RNA_Pb_M	Pb	M	RLTR44B	ERVK	LTR
-0.965663535	10.73518169	0.000930044	0.004264086	MLT2F:ERVL:LTR	1600.099154	948.4592217	DO_RNA_Pb_M	Pb	M	MLT2F	ERVL	LTR
-0.747906867	11.60796614	0.000946275	0.004300128	B1_Mur1:Alu:SINE	3339.913517	1900.468597	DO_RNA_Pb_M	Pb	M	B1_Mur1	Alu	SINE
-0.735570438	9.441803246	0.000946279	0.004300128	MTB-int:ERVL-MaLR:LTR	675.6896009	481.9606098	DO_RNA_Pb_M	Pb	M	MTB-int	ERVL-MaLR	LTR
-0.818688232	7.544997063	0.000956607	0.00432791	MurERV4-int:ERVK:LTR	203.4125109	115.003318	DO_RNA_Pb_M	Pb	M	MurERV4-int	ERVK	LTR
-0.981827009	3.818400807	0.000976866	0.004400181	MLT1J2:ERVL-MaLR:LTR	14.0558602	7.095192848	DO_RNA_Pb_M	Pb	M	MLT1J2	ERVL-MaLR	LTR
-0.870450615	6.797606509	0.001002031	0.004493822	MLTR18B_MM:ERVK:LTR	111.2798379	62.00418471	DO_RNA_Pb_M	Pb	M	MLTR18B_MM	ERVK	LTR
-1.0969477	6.007977957	0.001028282	0.004591501	Cheshire:hAT-Charlie:DNA	66.09342407	26.11683282	DO_RNA_Pb_M	Pb	M	Cheshire	hAT-Charlie	DNA
-0.88300471	4.283359352	0.001042129	0.00463319	RLTR31C_MM:ERVK:LTR	19.56819794	11.28529731	DO_RNA_Pb_M	Pb	M	RLTR31C_MM	ERVK	LTR
-0.927336921	4.756124689	0.001076376	0.004758017	MLT-int:ERVL-MaLR:LTR	28.94050073	12.87961616	DO_RNA_Pb_M	Pb	M	MLT-int	ERVL-MaLR	LTR
-0.728376444	7.455596588	0.001079472	0.004758017	RMER4A:ERVK:LTR	190.5875046	116.0598643	DO_RNA_Pb_M	Pb	M	RMER4A	ERVK	LTR
-1.771000283	-0.464794051	0.001155411	0.00507097	MER70-int:ERVL:LTR	0.559175404	0.157357029	DO_RNA_Pb_M	Pb	M	MER70-int	ERVL	LTR
-0.712136629	8.300868861	0.001171293	0.005118798	MER58A:hAT-Charlie:DNA	337.8115341	207.5072611	DO_RNA_Pb_M	Pb	M	MER58A	hAT-Charlie	DNA
-0.878235955	4.813477653	0.001247775	0.005332606	Charlie10:hAT-Charlie:DNA	30.21822527	15.10101707	DO_RNA_Pb_M	Pb	M	Charlie10	hAT-Charlie	DNA
-0.74527379	6.963219355	0.001256564	0.005332606	Charlie1a:hAT-Charlie:DNA	132.5099423	74.76843124	DO_RNA_Pb_M	Pb	M	Charlie1a	hAT-Charlie	DNA
-0.922723209	5.452553952	0.001249088	0.005332606	Charlie6:hAT-Charlie:DNA	44.70009165	23.95235325	DO_RNA_Pb_M	Pb	M	Charlie6	hAT-Charlie	DNA
-0.737496433	7.618930426	0.001240052	0.005332606	RLTR20A4:ERVK:LTR	208.7849518	97.63126001	DO_RNA_Pb_M	Pb	M	RLTR20A4	ERVK	LTR
-0.966472749	4.273230601	0.001242797	0.005332606	Tigger6a:TcMar-Tigger:DNA	21.22388833	10.11785053	DO_RNA_Pb_M	Pb	M	Tigger6a	TcMar-Tigger	DNA
-1.140732589	2.47236106	0.001242338	0.005332606	Tigger6b:TcMar-Tigger:DNA	5.904226669	2.304120112	DO_RNA_Pb_M	Pb	M	Tigger6b	TcMar-Tigger	DNA
-1.423828409	0.400190093	0.001254375	0.005332606	U13_:snRNA:snRNA	1.007869234	0.407133134	DO_RNA_Pb_M	Pb	M	U13_	snRNA	snRNA
-0.713934219	11.49663572	0.001283074	0.005400477	B1_Mur2:Alu:SINE	3115.460902	1884.239926	DO_RNA_Pb_M	Pb	M	B1_Mur2	Alu	SINE
-0.773417132	4.618887386	0.001280944	0.005400477	RLTR23:ERV1:LTR	27.4405896	14.60131136	DO_RNA_Pb_M	Pb	M	RLTR23	ERV1	LTR
-0.735503076	8.429046791	0.001302155	0.005436231	ORR1A4-int:ERVL-MaLR:LTR	365.5095325	214.4619221	DO_RNA_Pb_M	Pb	M	ORR1A4-int	ERVL-MaLR	LTR
-0.893840311	4.806367351	0.001301601	0.005436231	RMER16C:ERVK:LTR	28.33304381	16.05527735	DO_RNA_Pb_M	Pb	M	RMER16C	ERVK	LTR
-1.372101595	0.994274557	0.001313423	0.005444766	Charlie23a:hAT-Charlie:DNA	1.731810232	0.709296238	DO_RNA_Pb_M	Pb	M	Charlie23a	hAT-Charlie	DNA
-0.786976322	8.22115498	0.001314802	0.005444766	MER3:hAT-Charlie:DNA	289.7079329	186.3840982	DO_RNA_Pb_M	Pb	M	MER3	hAT-Charlie	DNA
-0.720703562	12.00816315	0.001337325	0.005515795	Lx8:L1:LINE	4555.746589	2773.306113	DO_RNA_Pb_M	Pb	M	Lx8	L1	LINE
-0.72863114	7.893420377	0.00135503	0.005566461	Lx4A:L1:LINE	238.0526928	147.3283715	DO_RNA_Pb_M	Pb	M	Lx4A	L1	LINE
-0.772829271	5.681017307	0.001369616	0.005603966	RLTR13E:ERVK:LTR	51.67676449	27.26501314	DO_RNA_Pb_M	Pb	M	RLTR13E	ERVK	LTR
-1.241906932	0.82094334	0.001385065	0.005644691	X7C_LINE:CR1:LINE	1.413802876	0.743387801	DO_RNA_Pb_M	Pb	M	X7C_LINE	CR1	LINE
-1.060164223	3.823951875	0.001391946	0.00565031	RLTR19C:ERVK:LTR	14.73336216	4.833145337	DO_RNA_Pb_M	Pb	M	RLTR19C	ERVK	LTR
-0.739353421	8.414181178	0.001408506	0.005672688	MLT1C:ERVL-MaLR:LTR	369.9843069	224.6425167	DO_RNA_Pb_M	Pb	M	MLT1C	ERVL-MaLR	LTR
-0.815694596	5.559704491	0.001408162	0.005672688	RLTR1B-int:ERV1:LTR	48.7693572	25.2127243	DO_RNA_Pb_M	Pb	M	RLTR1B-int	ERV1	LTR
-1.207528873	2.064908353	0.001423801	0.005711891	LTR81B:Gypsy:LTR	4.12916291	1.830500298	DO_RNA_Pb_M	Pb	M	LTR81B	Gypsy	LTR
-1.346101967	0.749796146	0.001437487	0.005744356	MER97b:hAT-Tip100:DNA	1.442266631	0.45719717	DO_RNA_Pb_M	Pb	M	MER97b	hAT-Tip100	DNA
-0.771977689	5.372117147	0.001445364	0.005753446	RLTR11C_MM:ERVK:LTR	43.98849021	22.25964548	DO_RNA_Pb_M	Pb	M	RLTR11C_MM	ERVK	LTR
-0.745882889	9.160602494	0.001466237	0.005813999	L1M2:L1:LINE	636.0462789	339.7118729	DO_RNA_Pb_M	Pb	M	L1M2	L1	LINE
-0.771912198	5.164345323	0.001537243	0.006072109	MLT1G:ERVL-MaLR:LTR	36.69530884	22.7404968	DO_RNA_Pb_M	Pb	M	MLT1G	ERVL-MaLR	LTR
-0.71556047	8.258767795	0.001543221	0.006072368	MTB_Mm:ERVL-MaLR:LTR	339.9142095	195.1709807	DO_RNA_Pb_M	Pb	M	MTB_Mm	ERVL-MaLR	LTR
-0.788795674	6.114429581	0.001582541	0.006203321	Tigger5:TcMar-Tigger:DNA	70.4353159	45.23355666	DO_RNA_Pb_M	Pb	M	Tigger5	TcMar-Tigger	DNA
-0.686492993	12.40235534	0.001589771	0.006207965	B4A:B4:SINE	5913.520044	3659.494321	DO_RNA_Pb_M	Pb	M	B4A	B4	SINE
-0.774479761	5.232522722	0.001644951	0.006384164	IAPLTR3-int:ERVK:LTR	38.02374482	20.26212384	DO_RNA_Pb_M	Pb	M	IAPLTR3-int	ERVK	LTR
-0.76311296	6.924591578	0.001647326	0.006384164	RLTR12E:ERVK:LTR	130.9036756	73.99197695	DO_RNA_Pb_M	Pb	M	RLTR12E	ERVK	LTR
-0.934139785	5.110722655	0.001673275	0.006460353	L1Md_Gf:L1:LINE	34.37996943	17.69809965	DO_RNA_Pb_M	Pb	M	L1Md_Gf	L1	LINE
-0.76636156	7.436537179	0.001683345	0.00647489	RLTR17D_Mm:ERVK:LTR	177.5106802	103.183993	DO_RNA_Pb_M	Pb	M	RLTR17D_Mm	ERVK	LTR
-0.909596366	6.205551171	0.001698366	0.006508289	Kanga1:TcMar-Tc2:DNA	79.50612625	33.29003069	DO_RNA_Pb_M	Pb	M	Kanga1	TcMar-Tc2	DNA
-1.733416467	0.045854062	0.001742748	0.006653541	RLTR19A2:ERVK:LTR	0.699751029	0.17022018	DO_RNA_Pb_M	Pb	M	RLTR19A2	ERVK	LTR
-0.703016243	5.841084583	0.001754759	0.006674584	MLTR11B:ERVK:LTR	61.74834018	36.3875868	DO_RNA_Pb_M	Pb	M	MLTR11B	ERVK	LTR
-0.688930699	9.979321614	0.001783461	0.006758725	URR1B:hAT-Charlie:DNA	1082.499721	743.6077878	DO_RNA_Pb_M	Pb	M	URR1B	hAT-Charlie	DNA
-0.689627337	7.167685141	0.001800169	0.006796961	L1MC4a:L1:LINE	152.5405975	87.66796984	DO_RNA_Pb_M	Pb	M	L1MC4a	L1	LINE
-0.700296119	7.980263028	0.001820707	0.006849326	ID2:ID:SINE	269.1221595	170.593757	DO_RNA_Pb_M	Pb	M	ID2	ID	SINE
-1.227476567	0.747383442	0.001839071	0.006893162	RMER16B:ERVK:LTR	1.41801181	0.615393105	DO_RNA_Pb_M	Pb	M	RMER16B	ERVK	LTR
-0.921727917	4.127500314	0.001850656	0.006911361	MLTR73:ERV1:LTR	19.15775314	9.976102711	DO_RNA_Pb_M	Pb	M	MLTR73	ERV1	LTR
-1.552489503	0.170233286	0.001863717	0.006934917	Charlie17a:hAT-Charlie:DNA	0.753045966	0.363784134	DO_RNA_Pb_M	Pb	M	Charlie17a	hAT-Charlie	DNA
-1.494513078	1.281158448	0.001880377	0.006971651	L1M3c:L1:LINE	2.122836847	0.545295813	DO_RNA_Pb_M	Pb	M	L1M3c	L1	LINE
-0.970407792	4.792788685	0.001923967	0.007107605	MLT2B3:ERVL:LTR	28.40682813	13.6504809	DO_RNA_Pb_M	Pb	M	MLT2B3	ERVL	LTR
-0.907219839	5.416536704	0.00198157	0.007294166	Tigger19a:TcMar-Tigger:DNA	45.67360141	26.67906965	DO_RNA_Pb_M	Pb	M	Tigger19a	TcMar-Tigger	DNA
-0.703179733	7.027689769	0.002004961	0.007353911	MT2C_Mm:ERVL:LTR	141.6993293	77.51807161	DO_RNA_Pb_M	Pb	M	MT2C_Mm	ERVL	LTR
-0.673042434	11.6333367	0.002029009	0.007415631	B1F:Alu:SINE	3405.308968	2240.881625	DO_RNA_Pb_M	Pb	M	B1F	Alu	SINE
-0.805604216	4.690598313	0.002059788	0.007448601	LTR65:ERV1:LTR	24.83478247	14.23561788	DO_RNA_Pb_M	Pb	M	LTR65	ERV1	LTR
1.016831591	3.131097946	0.002058895	0.007448601	LTR67B:ERVL:LTR	7.020672599	9.972048634	DO_RNA_Pb_M	Pb	M	LTR67B	ERVL	LTR
-0.727283572	7.851050392	0.002046655	0.007448601	MT2B2:ERVL:LTR	236.7071469	154.4711123	DO_RNA_Pb_M	Pb	M	MT2B2	ERVL	LTR
-0.661068178	13.18869485	0.002071133	0.007463345	ID_B1:B4:SINE	9981.782079	6430.578576	DO_RNA_Pb_M	Pb	M	ID_B1	B4	SINE
-0.733564754	10.22585458	0.002086153	0.007491187	RLTR31M:ERVK:LTR	1257.41052	759.1922122	DO_RNA_Pb_M	Pb	M	RLTR31M	ERVK	LTR
-1.170200321	4.52893112	0.00212075	0.007588887	MER73:ERVL:LTR	21.64806059	10.56904313	DO_RNA_Pb_M	Pb	M	MER73	ERVL	LTR
-1.076587075	5.794052121	0.002146835	0.007655552	MLT1M:ERVL-MaLR:LTR	61.14675029	24.06638359	DO_RNA_Pb_M	Pb	M	MLT1M	ERVL-MaLR	LTR
-0.751443592	5.698037514	0.002159543	0.007674224	ORR1E-int:ERVL-MaLR:LTR	56.19863972	29.21959933	DO_RNA_Pb_M	Pb	M	ORR1E-int	ERVL-MaLR	LTR
-0.709461388	5.71080601	0.002209974	0.007826358	RMER21A:ERV1:LTR	56.19877425	39.01548001	DO_RNA_Pb_M	Pb	M	RMER21A	ERV1	LTR
-0.687172467	8.558693784	0.002263751	0.007989252	MT2B1:ERVL:LTR	401.0634677	267.5857457	DO_RNA_Pb_M	Pb	M	MT2B1	ERVL	LTR
-0.922233368	4.35973747	0.002287919	0.008046894	ERVB5_1-I_MM-int:ERVK:LTR	21.28119291	10.67347255	DO_RNA_Pb_M	Pb	M	ERVB5_1-I_MM-int	ERVK	LTR
-0.719478772	7.140420604	0.002355604	0.008256673	MLT1J:ERVL-MaLR:LTR	145.5447807	85.61954938	DO_RNA_Pb_M	Pb	M	MLT1J	ERVL-MaLR	LTR
-1.171729425	2.718523168	0.002363783	0.008257162	FAM:Alu:SINE	6.662502305	2.35386523	DO_RNA_Pb_M	Pb	M	FAM	Alu	SINE
-0.620460777	9.320362161	0.002400432	0.008356757	MTB:ERVL-MaLR:LTR	628.4495342	473.40315	DO_RNA_Pb_M	Pb	M	MTB	ERVL-MaLR	LTR
-0.660322929	7.121869532	0.002428855	0.008427142	RLTR11B:ERVK:LTR	148.865326	103.487649	DO_RNA_Pb_M	Pb	M	RLTR11B	ERVK	LTR
-1.521180908	0.154834089	0.002440661	0.008439591	LTRIS4B:ERV1:LTR	0.922478836	0.276288373	DO_RNA_Pb_M	Pb	M	LTRIS4B	ERV1	LTR
-1.433520255	1.267773635	0.002478543	0.008541824	Charlie15b:hAT-Charlie:DNA	1.674329819	0.652317662	DO_RNA_Pb_M	Pb	M	Charlie15b	hAT-Charlie	DNA
-0.665363653	10.95471864	0.002532088	0.008697173	ORR1B2:ERVL-MaLR:LTR	2183.746504	1406.689475	DO_RNA_Pb_M	Pb	M	ORR1B2	ERVL-MaLR	LTR
-0.746174505	6.458840062	0.00255195	0.008736176	L1MA7:L1:LINE	98.49092895	61.64675435	DO_RNA_Pb_M	Pb	M	L1MA7	L1	LINE
-1.481797831	-0.465952508	0.002573528	0.008780776	LTR88c:Gypsy?:LTR	0.471934816	0.203563924	DO_RNA_Pb_M	Pb	M	LTR88c	Gypsy?	LTR
-0.669035245	8.499645008	0.002587512	0.008799255	Lx6:L1:LINE	382.7176307	254.4264776	DO_RNA_Pb_M	Pb	M	Lx6	L1	LINE
-0.960991795	2.668316943	0.002596829	0.008801794	RLTR17C_Mm:ERVK:LTR	6.218310926	2.825580688	DO_RNA_Pb_M	Pb	M	RLTR17C_Mm	ERVK	LTR
-1.040419487	4.151215421	0.002609833	0.00881677	ERVB2_1A-I_MM-int:ERVK:LTR	15.71125091	6.14732459	DO_RNA_Pb_M	Pb	M	ERVB2_1A-I_MM-int	ERVK	LTR
-0.675841097	8.109763501	0.00264921	0.008920453	RLTRETN_Mm:ERVK:LTR	288.8939055	190.8964181	DO_RNA_Pb_M	Pb	M	RLTRETN_Mm	ERVK	LTR
-0.759437003	7.573830804	0.002683708	0.009007084	ERVB4_1B-I_MM-int:ERVK:LTR	210.744549	126.9044605	DO_RNA_Pb_M	Pb	M	ERVB4_1B-I_MM-int	ERVK	LTR
-0.727980052	5.79427661	0.002709798	0.009065024	RLTR12BD_Mm:ERVK:LTR	60.56159348	35.58727792	DO_RNA_Pb_M	Pb	M	RLTR12BD_Mm	ERVK	LTR
-0.777849309	5.970724175	0.002719521	0.009068013	RLTR28B:ERVL:LTR	65.40212342	39.28056096	DO_RNA_Pb_M	Pb	M	RLTR28B	ERVL	LTR
-0.711390164	5.953732988	0.002769108	0.009203475	RMER6B:ERVK:LTR	65.95880872	46.1186614	DO_RNA_Pb_M	Pb	M	RMER6B	ERVK	LTR
-0.682294811	6.230418958	0.00281792	0.009335496	L1MA4A:L1:LINE	76.67272929	51.64421613	DO_RNA_Pb_M	Pb	M	L1MA4A	L1	LINE
-1.12573071	3.27640512	0.002874295	0.00947324	ERVB2_1-I_MM-int:ERVK:LTR	9.526497823	4.550963762	DO_RNA_Pb_M	Pb	M	ERVB2_1-I_MM-int	ERVK	LTR
-1.378919428	1.193516161	0.002887242	0.00947324	LTR52:ERVL:LTR	1.963054633	0.527375617	DO_RNA_Pb_M	Pb	M	LTR52	ERVL	LTR
-0.693807197	9.875230174	0.002886453	0.00947324	MER2:TcMar-Tigger:DNA	1022.13967	634.4047832	DO_RNA_Pb_M	Pb	M	MER2	TcMar-Tigger	DNA
-0.653575062	6.119922716	0.002896395	0.00947324	RMER13A2:ERVK:LTR	73.95158735	44.5004956	DO_RNA_Pb_M	Pb	M	RMER13A2	ERVK	LTR
-0.635335258	7.224063921	0.002978454	0.009710706	RLTR18:ERVK:LTR	157.1025575	95.83447896	DO_RNA_Pb_M	Pb	M	RLTR18	ERVK	LTR
-0.734614465	5.330377561	0.003029386	0.009814447	L1VL1:L1:LINE	43.75239311	21.3015179	DO_RNA_Pb_M	Pb	M	L1VL1	L1	LINE
-0.750382021	6.362434036	0.00302046	0.009814447	LTR41B:ERVL:LTR	83.10930383	46.85974393	DO_RNA_Pb_M	Pb	M	LTR41B	ERVL	LTR
-0.630483728	10.49274343	0.003054163	0.009849277	MTC:ERVL-MaLR:LTR	1590.837488	1032.695083	DO_RNA_Pb_M	Pb	M	MTC	ERVL-MaLR	LTR
-0.675987717	7.855745396	0.003059318	0.009849277	RLTR31D_MM:ERVK:LTR	242.8439919	147.2368499	DO_RNA_Pb_M	Pb	M	RLTR31D_MM	ERVK	LTR
-0.88171754	3.543080763	0.003095467	0.009903567	HAL1b:L1:LINE	11.53978004	5.309730259	DO_RNA_Pb_M	Pb	M	HAL1b	L1	LINE
-1.009238773	2.679544734	0.003092188	0.009903567	L1P5:L1:LINE	6.11146868	2.903621181	DO_RNA_Pb_M	Pb	M	L1P5	L1	LINE
-0.81473415	5.366258572	0.003124755	0.009966221	RMER17D2:ERVK:LTR	42.87747813	22.18104767	DO_RNA_Pb_M	Pb	M	RMER17D2	ERVK	LTR
-0.717327757	4.920704197	0.003143847	0.00999607	CR1_Mam:CR1:LINE	31.36747336	15.66554075	DO_RNA_Pb_M	Pb	M	CR1_Mam	CR1	LINE
-0.673143425	7.839112711	0.003363694	0.010662078	L1MA9:L1:LINE	221.0684126	135.6322919	DO_RNA_Pb_M	Pb	M	L1MA9	L1	LINE
-0.646486507	11.25602711	0.00342318	0.010817249	B1_Mur3:Alu:SINE	2638.238318	1693.262954	DO_RNA_Pb_M	Pb	M	B1_Mur3	Alu	SINE
-0.678287401	7.217133879	0.003547807	0.01117668	tRNA-Ala-GCY_:tRNA:tRNA	148.7570247	96.13416389	DO_RNA_Pb_M	Pb	M	tRNA-Ala-GCY_	tRNA	tRNA
-0.642444657	11.72858848	0.003566751	0.011201997	B4:B4:SINE	3684.148556	2414.728489	DO_RNA_Pb_M	Pb	M	B4	B4	SINE
-0.941190688	3.827412109	0.003704498	0.011433022	LTR108a_Mam:ERVL:LTR	14.62039647	5.161611592	DO_RNA_Pb_M	Pb	M	LTR108a_Mam	ERVL	LTR
0.930020019	3.349542218	0.003718237	0.011433022	MER91B:hAT-Tip100:DNA	8.618602538	10.63707342	DO_RNA_Pb_M	Pb	M	MER91B	hAT-Tip100	DNA
-0.651577165	5.067006876	0.003658879	0.011433022	MLT1F-int:ERVL-MaLR:LTR	33.76232238	19.85128922	DO_RNA_Pb_M	Pb	M	MLT1F-int	ERVL-MaLR	LTR
-0.667071182	7.784613356	0.003692202	0.011433022	MTE-int:ERVL-MaLR:LTR	232.4189568	155.9150442	DO_RNA_Pb_M	Pb	M	MTE-int	ERVL-MaLR	LTR
-0.658305947	9.400045322	0.003714585	0.011433022	ORR1C1:ERVL-MaLR:LTR	737.4146759	433.9136797	DO_RNA_Pb_M	Pb	M	ORR1C1	ERVL-MaLR	LTR
-0.697626615	6.342705835	0.003714741	0.011433022	RLTR10:ERVK:LTR	81.4533705	48.95373814	DO_RNA_Pb_M	Pb	M	RLTR10	ERVK	LTR
-0.812268978	4.01809584	0.003708245	0.011433022	RLTR13C2:ERVK:LTR	16.70668339	8.905260493	DO_RNA_Pb_M	Pb	M	RLTR13C2	ERVK	LTR
-0.695004897	5.87753919	0.003759647	0.011525844	MYSERV-int:ERVK:LTR	62.65593723	37.59288823	DO_RNA_Pb_M	Pb	M	MYSERV-int	ERVK	LTR
-0.625552213	10.10767959	0.003871678	0.011833969	B1F2:Alu:SINE	1197.214234	790.2523192	DO_RNA_Pb_M	Pb	M	B1F2	Alu	SINE
-0.921496579	1.720517316	0.003926283	0.01192986	L1M3de:L1:LINE	3.327596969	1.495860079	DO_RNA_Pb_M	Pb	M	L1M3de	L1	LINE
-0.80562901	5.862935345	0.003916793	0.01192986	MamTip2:hAT-Tip100:DNA	62.95731295	32.63111454	DO_RNA_Pb_M	Pb	M	MamTip2	hAT-Tip100	DNA
-0.737938003	4.937909712	0.003948436	0.011942232	ERVB5_2-LTR_MM:ERVK:LTR	33.22875698	20.52071319	DO_RNA_Pb_M	Pb	M	ERVB5_2-LTR_MM	ERVK	LTR
-0.62007347	10.11467008	0.003953611	0.011942232	MT2B:ERVL:LTR	1150.263305	756.2654199	DO_RNA_Pb_M	Pb	M	MT2B	ERVL	LTR
-0.714908892	4.684693908	0.004092173	0.01232452	RLTR1A2_MM:ERV1:LTR	27.16853831	16.63468356	DO_RNA_Pb_M	Pb	M	RLTR1A2_MM	ERV1	LTR
-0.693903279	7.847478544	0.004142315	0.012419284	Charlie1:hAT-Charlie:DNA	248.0398982	158.2891642	DO_RNA_Pb_M	Pb	M	Charlie1	hAT-Charlie	DNA
-0.951837969	2.749972006	0.004147823	0.012419284	ORR1F-int:ERVL-MaLR:LTR	6.962589619	2.821197608	DO_RNA_Pb_M	Pb	M	ORR1F-int	ERVL-MaLR	LTR
