logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Class
0.034351816	8.639723129	0.037361634	0.104781125	Tigger5b	397.6310664	409.114865	AL_ATAC_TCDD_M	TCDD	M	Tigger5b	DNA
-0.052902654	6.68476383	0.037693023	0.105446232	MLTR31A_MM	102.5317665	99.1423716	AL_ATAC_TCDD_M	TCDD	M	MLTR31A_MM	LTR
-0.114549058	4.661647972	0.038172663	0.10652172	MER96	25.2020933	23.65618636	AL_ATAC_TCDD_M	TCDD	M	MER96	DNA
0.016599087	12.81524383	0.038309475	0.106637568	MIR	7210.90996	7229.120628	AL_ATAC_TCDD_M	TCDD	M	MIR	SINE
-0.161130791	3.534914254	0.039242181	0.108962781	MER66C	11.45036229	10.67118766	AL_ATAC_TCDD_M	TCDD	M	MER66C	LTR
0.020842661	9.440378739	0.039476632	0.109342455	MER5B	694.2406319	702.8551408	AL_ATAC_TCDD_M	TCDD	M	MER5B	DNA
-0.032309776	9.402074994	0.039871312	0.110162958	Charlie1a	679.2049292	667.7813108	AL_ATAC_TCDD_M	TCDD	M	Charlie1a	DNA
-0.540922859	-0.07378155	0.040409906	0.111376071	Charlie1b_Mars	0.700445416	0.500971502	AL_ATAC_TCDD_M	TCDD	M	Charlie1b_Mars	DNA
-0.091675049	4.751615036	0.040881389	0.112398707	LTR40A1	26.97730595	25.67250731	AL_ATAC_TCDD_M	TCDD	M	LTR40A1	LTR
0.063623572	6.333394547	0.04178115	0.114590948	MER45R	79.6665904	83.39797121	AL_ATAC_TCDD_M	TCDD	M	MER45R	DNA
-0.094135422	4.275449731	0.043236763	0.118102658	Charlie17	19.4930968	18.01602406	AL_ATAC_TCDD_M	TCDD	M	Charlie17	DNA
0.028352912	8.817340437	0.043272645	0.118102658	MLT2B4	449.7344673	460.1379359	AL_ATAC_TCDD_M	TCDD	M	MLT2B4	LTR
-0.033268292	8.614227185	0.043726051	0.119049758	L1ME3A	392.1178888	386.4567686	AL_ATAC_TCDD_M	TCDD	M	L1ME3A	LINE
0.057774046	7.10213162	0.044185018	0.120007366	MLT1E	136.7440799	141.2713934	AL_ATAC_TCDD_M	TCDD	M	MLT1E	LTR
-0.143867307	3.405619565	0.044585635	0.120802242	MLT1G-int	10.39785209	9.555493477	AL_ATAC_TCDD_M	TCDD	M	MLT1G-int	LTR
0.063945339	5.532353214	0.044893739	0.121150556	LTRIS4A	45.59496308	48.39770135	AL_ATAC_TCDD_M	TCDD	M	LTRIS4A	LTR
-0.035639191	9.893693162	0.044930725	0.121150556	MT2_Mm	949.222211	929.2270687	AL_ATAC_TCDD_M	TCDD	M	MT2_Mm	LTR
-0.179556492	2.470443916	0.045771821	0.12282654	Eulor6B	5.499660765	4.904291238	AL_ATAC_TCDD_M	TCDD	M	Eulor6B	DNA
-0.363484048	0.837722664	0.045763211	0.12282654	MER51-int	1.599355808	1.201110477	AL_ATAC_TCDD_M	TCDD	M	MER51-int	LTR
0.307119273	0.834208859	0.045972317	0.123069432	MER83B-int	1.500262499	1.753722479	AL_ATAC_TCDD_M	TCDD	M	MER83B-int	LTR
-0.068246466	5.146867113	0.046106801	0.12313487	Charlie9	35.98044914	33.45041019	AL_ATAC_TCDD_M	TCDD	M	Charlie9	DNA
0.026476743	9.151519199	0.046971054	0.125144308	RLTR15	566.8180306	574.5592969	AL_ATAC_TCDD_M	TCDD	M	RLTR15	LTR
0.014640878	13.03470224	0.047248185	0.125583654	MTC	8391.099578	8519.996154	AL_ATAC_TCDD_M	TCDD	M	MTC	LTR
0.017527214	12.23163172	0.047938985	0.12711783	ORR1B1	4804.909531	4869.653878	AL_ATAC_TCDD_M	TCDD	M	ORR1B1	LTR
-0.057858965	6.296036571	0.048695461	0.128818488	MLT1H-int	78.40885544	74.85180314	AL_ATAC_TCDD_M	TCDD	M	MLT1H-int	LTR
0.051669797	6.904661903	0.0501677	0.132400133	ORR1F-int	119.5697244	123.1918278	AL_ATAC_TCDD_M	TCDD	M	ORR1F-int	LTR
0.055279631	6.264239099	0.050297368	0.132430012	RLTR42	75.90718885	78.66798509	AL_ATAC_TCDD_M	TCDD	M	RLTR42	LTR
-0.039296667	7.349906029	0.050598097	0.132909085	L1ME4c	163.7219302	159.2166112	AL_ATAC_TCDD_M	TCDD	M	L1ME4c	LINE
-0.033315471	8.932124516	0.050825889	0.133194776	L1MEg	490.2554323	481.704016	AL_ATAC_TCDD_M	TCDD	M	L1MEg	LINE
0.01811056	10.22022044	0.051322492	0.134181936	L1MC4	1191.750868	1205.977306	AL_ATAC_TCDD_M	TCDD	M	L1MC4	LINE
0.119546408	3.775632062	0.05163872	0.134694004	LTR68	13.09290969	14.45832807	AL_ATAC_TCDD_M	TCDD	M	LTR68	LTR
0.073105292	5.670482277	0.054022673	0.140258401	IAPEY5_LTR	50.92123646	53.57290012	AL_ATAC_TCDD_M	TCDD	M	IAPEY5_LTR	LTR
0.035053359	11.44409164	0.053933954	0.140258401	RLTR17B_Mm	2781.972336	2846.80561	AL_ATAC_TCDD_M	TCDD	M	RLTR17B_Mm	LTR
-0.024630283	9.765700522	0.054974846	0.142400122	RLTR11A	872.3667176	859.4141611	AL_ATAC_TCDD_M	TCDD	M	RLTR11A	LTR
-0.100616409	4.466050035	0.057199045	0.14781924	LTR106_Mam	22.19680448	20.66186163	AL_ATAC_TCDD_M	TCDD	M	LTR106_Mam	LTR
0.043102445	6.996399823	0.057954189	0.149425662	Charlie2b	127.0231304	130.1494956	AL_ATAC_TCDD_M	TCDD	M	Charlie2b	DNA
0.04377086	7.451524303	0.058261296	0.149872161	MER102b	174.1511185	183.0751881	AL_ATAC_TCDD_M	TCDD	M	MER102b	DNA
-0.07867437	4.846803363	0.058958288	0.151143639	RLTR46A	28.70413251	26.83588696	AL_ATAC_TCDD_M	TCDD	M	RLTR46A	LTR
-0.059923293	9.064900991	0.059086799	0.151143639	RLTRETN_Mm	536.5048074	513.3821486	AL_ATAC_TCDD_M	TCDD	M	RLTRETN_Mm	LTR
0.028702893	9.984011968	0.059160781	0.151143639	RMER19C	1014.148661	1041.202615	AL_ATAC_TCDD_M	TCDD	M	RMER19C	LTR
-0.049119089	6.998721241	0.060787303	0.154945312	RLTR26D_MM	126.6536402	123.1487805	AL_ATAC_TCDD_M	TCDD	M	RLTR26D_MM	LTR
-0.176952502	2.403841939	0.061475715	0.155636481	Eulor9C	5.399760994	4.397543167	AL_ATAC_TCDD_M	TCDD	M	Eulor9C	DNA
0.039710099	8.536987581	0.06134954	0.155636481	IAPLTR2a2_Mm	369.91075	386.0956604	AL_ATAC_TCDD_M	TCDD	M	IAPLTR2a2_Mm	LTR
-0.031138598	8.950398687	0.061474953	0.155636481	LTRIS2	498.2147947	486.0558743	AL_ATAC_TCDD_M	TCDD	M	LTRIS2	LTR
0.074749682	4.655198912	0.062044344	0.156490022	Kanga1c	25.14970976	26.5896243	AL_ATAC_TCDD_M	TCDD	M	Kanga1c	DNA
-0.040830128	8.623692827	0.062092556	0.156490022	RLTR13D5	395.7056852	389.4718045	AL_ATAC_TCDD_M	TCDD	M	RLTR13D5	LTR
-0.145884324	3.293957402	0.063487123	0.1592872	LTR108e_Mam	9.685556656	8.703492568	AL_ATAC_TCDD_M	TCDD	M	LTR108e_Mam	LTR
0.130811678	3.266840616	0.06340778	0.1592872	MER65-int	9.10800307	10.09796915	AL_ATAC_TCDD_M	TCDD	M	MER65-int	LTR
0.04259292	7.210884638	0.06377057	0.159640419	MER45B	147.0982413	154.0585296	AL_ATAC_TCDD_M	TCDD	M	MER45B	DNA
-0.034083192	9.077888988	0.064092932	0.160089266	MurERV4-int	539.5807803	529.0511688	AL_ATAC_TCDD_M	TCDD	M	MurERV4-int	LTR
-0.059275361	7.11079496	0.065285648	0.162705212	RLTR1A2_MM	139.0757961	131.1510294	AL_ATAC_TCDD_M	TCDD	M	RLTR1A2_MM	LTR
-0.099293762	4.16350107	0.066050128	0.164244652	LTR86A2	17.73653175	16.47473266	AL_ATAC_TCDD_M	TCDD	M	LTR86A2	LTR
-0.069755957	8.263829537	0.066466039	0.164912413	MERV1_LTR	308.5865767	292.5056324	AL_ATAC_TCDD_M	TCDD	M	MERV1_LTR	LTR
-0.027760079	10.08460365	0.066897153	0.165614854	L1M3	1085.154333	1064.588934	AL_ATAC_TCDD_M	TCDD	M	L1M3	LINE
0.042030231	7.016836223	0.067556186	0.1668772	MLTR18A_MM	128.6403771	133.6056881	AL_ATAC_TCDD_M	TCDD	M	MLTR18A_MM	LTR
-0.189723356	8.4715952	0.067733794	0.166947392	FordPrefect	356.3402171	311.4740881	AL_ATAC_TCDD_M	TCDD	M	FordPrefect	DNA
0.278316924	0.954011173	0.06817411	0.16766336	MER72	1.599924797	2.098948194	AL_ATAC_TCDD_M	TCDD	M	MER72	LTR
0.04716942	6.629172775	0.068386083	0.167815848	L1MDb	99.075451	102.8471921	AL_ATAC_TCDD_M	TCDD	M	L1MDb	LINE
0.071275279	5.550334763	0.069197515	0.16943549	MER44C	45.87170222	48.2711632	AL_ATAC_TCDD_M	TCDD	M	MER44C	DNA
0.04666031	6.817099249	0.069654203	0.170181338	RLTR18-int	112.1116822	115.7793388	AL_ATAC_TCDD_M	TCDD	M	RLTR18-int	LTR
-0.047472706	6.029278265	0.071479799	0.174261208	LTR31	65.39566173	63.75909086	AL_ATAC_TCDD_M	TCDD	M	LTR31	LTR
0.095242804	4.688788073	0.071876125	0.174846486	RLTR13D	25.0490529	28.57604729	AL_ATAC_TCDD_M	TCDD	M	RLTR13D	LTR
-0.233903006	1.696794091	0.073194095	0.177316755	L1M2b	3.096356911	2.600581463	AL_ATAC_TCDD_M	TCDD	M	L1M2b	LINE
0.077184962	4.589622759	0.073208526	0.177316755	LTR89	23.70103971	24.92321238	AL_ATAC_TCDD_M	TCDD	M	LTR89	LTR
0.017247481	12.18371702	0.075304071	0.181982486	ORR1A2	4657.121197	4699.737473	AL_ATAC_TCDD_M	TCDD	M	ORR1A2	LTR
-0.018448251	15.33129463	0.075865866	0.182567535	L1Md_F2	41314.01938	40871.88142	AL_ATAC_TCDD_M	TCDD	M	L1Md_F2	LINE
0.017078917	10.0117765	0.076649059	0.183863073	L1MB5	1030.372594	1046.067457	AL_ATAC_TCDD_M	TCDD	M	L1MB5	LINE
-0.060042115	5.555208136	0.076737925	0.183863073	RLTR44E	47.07701912	45.16975386	AL_ATAC_TCDD_M	TCDD	M	RLTR44E	LTR
0.090661769	4.155257028	0.076897157	0.183863073	X7C_LINE	17.49392462	18.07749059	AL_ATAC_TCDD_M	TCDD	M	X7C_LINE	LINE
0.019627624	10.72124596	0.077142004	0.18405523	L1MB7	1684.932499	1710.254266	AL_ATAC_TCDD_M	TCDD	M	L1MB7	LINE
-0.064867881	4.978291943	0.077823114	0.184110073	MER106B	31.74863181	30.61752059	AL_ATAC_TCDD_M	TCDD	M	MER106B	DNA
0.377964657	-0.002921344	0.077693214	0.184110073	MER66A	0.799483231	1.00207326	AL_ATAC_TCDD_M	TCDD	M	MER66A	LTR
-0.028035339	9.717977191	0.077730819	0.184110073	MMERVK9C_I-int	846.5940189	820.7686613	AL_ATAC_TCDD_M	TCDD	M	MMERVK9C_I-int	LTR
0.032226577	9.223473827	0.077536313	0.184110073	RMER13A1	595.344911	603.5471856	AL_ATAC_TCDD_M	TCDD	M	RMER13A1	LTR
0.054669731	5.617814395	0.07828097	0.184802542	LTR82B	48.50977444	50.3280382	AL_ATAC_TCDD_M	TCDD	M	LTR82B	LTR
-0.073271379	4.923940974	0.078695308	0.185389577	MER65D	30.44867671	28.33506336	AL_ATAC_TCDD_M	TCDD	M	MER65D	LTR
0.0431108	7.315189421	0.07915161	0.186072798	MLT2F	158.1503264	163.9527054	AL_ATAC_TCDD_M	TCDD	M	MLT2F	LTR
0.028194651	8.162011046	0.080288163	0.187954926	MLT-int	285.6363777	290.6982487	AL_ATAC_TCDD_M	TCDD	M	MLT-int	LTR
0.032773294	8.266067557	0.080158661	0.187954926	RLTR26C_MM	307.8343212	315.9295518	AL_ATAC_TCDD_M	TCDD	M	RLTR26C_MM	LTR
-0.023139318	8.795309242	0.081640321	0.190721334	L1MC5a	444.8789982	439.5285375	AL_ATAC_TCDD_M	TCDD	M	L1MC5a	LINE
-0.06805744	5.31868738	0.081844774	0.19080063	RLTR47	39.89787188	36.92515721	AL_ATAC_TCDD_M	TCDD	M	RLTR47	LTR
-0.053358086	5.903864221	0.082170958	0.191162791	AmnSINE2	59.98425439	56.9676181	AL_ATAC_TCDD_M	TCDD	M	AmnSINE2	SINE
-0.136154183	2.828919453	0.082914528	0.192093907	Charlie11	7.102191717	6.34904233	AL_ATAC_TCDD_M	TCDD	M	Charlie11	DNA
-0.019522556	10.25094547	0.082862665	0.192093907	ORR1A1	1216.288441	1205.991085	AL_ATAC_TCDD_M	TCDD	M	ORR1A1	LTR
0.019018924	10.09769482	0.08367306	0.192779469	L1MEc	1093.367649	1107.289498	AL_ATAC_TCDD_M	TCDD	M	L1MEc	LINE
0.278250262	0.844728023	0.083476031	0.192779469	LTR9	1.500022128	1.848893153	AL_ATAC_TCDD_M	TCDD	M	LTR9	LTR
0.124122837	3.555074282	0.083727276	0.192779469	MER97a	11.54941052	12.97373317	AL_ATAC_TCDD_M	TCDD	M	MER97a	DNA
0.096582142	3.822730584	0.084400455	0.19393041	MamGypLTR2b	13.75113389	14.4583752	AL_ATAC_TCDD_M	TCDD	M	MamGypLTR2b	LTR
0.041732398	8.162092014	0.086998649	0.199490754	MER77	286.2711256	291.0675827	AL_ATAC_TCDD_M	TCDD	M	MER77	LTR
-0.047020926	8.132611356	0.087261812	0.199685006	MLTR25C	280.551365	272.2029793	AL_ATAC_TCDD_M	TCDD	M	MLTR25C	LTR
-0.115337053	3.320264833	0.088248485	0.201530723	Tigger1a_Art	9.823138782	9.355338742	AL_ATAC_TCDD_M	TCDD	M	Tigger1a_Art	DNA
-0.019624882	13.21095058	0.089765432	0.204469485	L1_Mus2	9501.116058	9347.27492	AL_ATAC_TCDD_M	TCDD	M	L1_Mus2	LINE
-0.093391597	3.930133501	0.089900792	0.204469485	LTR69	15.28556429	14.52237693	AL_ATAC_TCDD_M	TCDD	M	LTR69	LTR
0.017036889	10.7351448	0.090634739	0.205537846	MTB_Mm	1698.885465	1721.436475	AL_ATAC_TCDD_M	TCDD	M	MTB_Mm	LTR
0.029363895	10.03911806	0.090737887	0.205537846	RLTR20A4	1052.658704	1087.374659	AL_ATAC_TCDD_M	TCDD	M	RLTR20A4	LTR
0.021476276	11.21970212	0.09156671	0.20699626	MT2B	2381.142499	2412.392616	AL_ATAC_TCDD_M	TCDD	M	MT2B	LTR
0.168171317	2.193650546	0.092407957	0.208476821	LTR77	4.3995651	4.709700406	AL_ATAC_TCDD_M	TCDD	M	LTR77	LTR
0.026790431	9.581071622	0.093317198	0.210104517	L1MA9	767.0204759	774.2718725	AL_ATAC_TCDD_M	TCDD	M	L1MA9	LINE
0.032373085	8.224677681	0.095366451	0.214287267	MLT2B2	298.4773247	302.3284331	AL_ATAC_TCDD_M	TCDD	M	MLT2B2	LTR
0.039836195	7.361430153	0.095806487	0.214844608	Charlie7	163.9772127	166.8096432	AL_ATAC_TCDD_M	TCDD	M	Charlie7	DNA
0.073287037	4.690730282	0.097105213	0.216455644	MER74C	25.52749376	26.57469867	AL_ATAC_TCDD_M	TCDD	M	MER74C	LTR
-0.324128733	0.589355691	0.097004301	0.216455644	MLT1K-int	1.303496154	1.001928679	AL_ATAC_TCDD_M	TCDD	M	MLT1K-int	LTR
-0.050096766	6.83371442	0.09707027	0.216455644	RLTR13D4	114.683307	109.5178914	AL_ATAC_TCDD_M	TCDD	M	RLTR13D4	LTR
0.017482306	11.49811761	0.097675453	0.2172939	ID4_	2888.002526	2928.092101	AL_ATAC_TCDD_M	TCDD	M	ID4_	SINE
0.108260347	3.459937956	0.098046779	0.217687193	LTR81	10.5508623	11.18380508	AL_ATAC_TCDD_M	TCDD	M	LTR81	LTR
0.03835696	6.657903047	0.099198895	0.219809037	Arthur1B	100.6170015	103.1612505	AL_ATAC_TCDD_M	TCDD	M	Arthur1B	DNA
0.064607447	5.016305577	0.099901675	0.220774553	LTR83	31.93750889	33.33160298	AL_ATAC_TCDD_M	TCDD	M	LTR83	LTR
0.013488435	14.0009973	0.100029221	0.220774553	MTD	16361.1111	16557.31603	AL_ATAC_TCDD_M	TCDD	M	MTD	LTR
0.016764817	11.2099522	0.103023643	0.225662038	MT2A	2366.723317	2386.311527	AL_ATAC_TCDD_M	TCDD	M	MT2A	LTR
0.038983003	7.290654167	0.10274776	0.225662038	RLTR13B3	156.2088854	163.1273951	AL_ATAC_TCDD_M	TCDD	M	RLTR13B3	LTR
0.156862961	2.656565406	0.103050314	0.225662038	UCON14	5.861183668	5.952682919	AL_ATAC_TCDD_M	TCDD	M	UCON14	DNA
-0.154387107	2.749521143	0.104732559	0.228451723	LTR9D	6.454223442	5.659000963	AL_ATAC_TCDD_M	TCDD	M	LTR9D	LTR
-0.029557843	8.889563465	0.105411517	0.229485385	L1MEf	474.6354857	464.0809699	AL_ATAC_TCDD_M	TCDD	M	L1MEf	LINE
0.034939777	7.973060875	0.107432787	0.233431629	AmnSINE1	249.8771966	255.913451	AL_ATAC_TCDD_M	TCDD	M	AmnSINE1	SINE
-0.087215722	4.327467196	0.108096285	0.234418107	Kanga1b	20.0478309	18.43418555	AL_ATAC_TCDD_M	TCDD	M	Kanga1b	DNA
0.098045239	3.612884485	0.109310429	0.236592591	MamGyp-int	12.03978011	12.9239786	AL_ATAC_TCDD_M	TCDD	M	MamGyp-int	LTR
0.047255572	5.525553321	0.109943056	0.237071191	MER58D	45.75755384	47.52319382	AL_ATAC_TCDD_M	TCDD	M	MER58D	DNA
0.022443961	9.113836672	0.109955271	0.237071191	RMER30	552.1811977	561.3807548	AL_ATAC_TCDD_M	TCDD	M	RMER30	DNA
0.036661675	7.50991333	0.110532134	0.23785665	L1ME4a	181.8747183	184.4644346	AL_ATAC_TCDD_M	TCDD	M	L1ME4a	LINE
-0.035903193	7.174599438	0.111280935	0.23900838	Charlie12	144.7048104	142.4136951	AL_ATAC_TCDD_M	TCDD	M	Charlie12	DNA
0.032428155	8.173601488	0.111548803	0.239124733	LTR16C	287.5264486	293.1532366	AL_ATAC_TCDD_M	TCDD	M	LTR16C	LTR
-0.055693279	5.843518141	0.111941401	0.239507509	CR1_Mam	57.69050335	54.18131562	AL_ATAC_TCDD_M	TCDD	M	CR1_Mam	LINE
0.033653204	8.383983879	0.112467558	0.240174041	MTB-int	331.8637709	340.9759131	AL_ATAC_TCDD_M	TCDD	M	MTB-int	LTR
0.040165945	6.746194888	0.114392576	0.243819604	LTR16E1	106.5611757	109.8937808	AL_ATAC_TCDD_M	TCDD	M	LTR16E1	LTR
0.036597074	7.366231325	0.116200559	0.24720233	MER53	163.2719671	168.3097314	AL_ATAC_TCDD_M	TCDD	M	MER53	DNA
0.026672824	8.259277011	0.116814258	0.248036346	MLT1L	304.7095466	307.1325411	AL_ATAC_TCDD_M	TCDD	M	MLT1L	LTR
-0.147767897	2.599225115	0.119305021	0.2528453	UCON13	5.996782797	5.410043497	AL_ATAC_TCDD_M	TCDD	M	UCON13	LINE
0.040278632	6.182684657	0.119914728	0.253657052	MER112	72.30418829	74.52101213	AL_ATAC_TCDD_M	TCDD	M	MER112	DNA
0.051813071	5.951178181	0.120692932	0.254821493	L1MEb	61.74294174	64.99953557	AL_ATAC_TCDD_M	TCDD	M	L1MEb	LINE
-0.043463727	7.185104684	0.121666282	0.256392786	RLTR5_Mm	145.4058878	142.0868002	AL_ATAC_TCDD_M	TCDD	M	RLTR5_Mm	LTR
0.032616129	7.299439415	0.123443363	0.259648729	MER117	156.5712471	158.3262971	AL_ATAC_TCDD_M	TCDD	M	MER117	DNA
-0.034149898	12.30485745	0.124368215	0.260255795	B2_Mm1a	5072.424571	5001.32458	AL_ATAC_TCDD_M	TCDD	M	B2_Mm1a	SINE
0.104308342	3.196047653	0.124429714	0.260255795	Charlie7a	8.855012512	9.465033131	AL_ATAC_TCDD_M	TCDD	M	Charlie7a	DNA
0.09553009	3.880313391	0.124072639	0.260255795	MER92A	14.38312835	15.1784623	AL_ATAC_TCDD_M	TCDD	M	MER92A	LTR
0.058169209	6.83847096	0.124993563	0.260461593	RLTR24B_MM	113.5512413	116.2956373	AL_ATAC_TCDD_M	TCDD	M	RLTR24B_MM	LTR
-0.168199646	1.941815514	0.124993633	0.260461593	X9_LINE	3.649126922	3.002755842	AL_ATAC_TCDD_M	TCDD	M	X9_LINE	LINE
0.018160169	9.511226351	0.12598205	0.262033297	HAL1	728.3532413	733.1131542	AL_ATAC_TCDD_M	TCDD	M	HAL1	LINE
0.0164538	10.46831773	0.126496858	0.262615927	MLT1A1	1412.997069	1425.998241	AL_ATAC_TCDD_M	TCDD	M	MLT1A1	LTR
0.060449694	5.180216622	0.128731076	0.266266311	ERVB3_1-LTR_MM	36.04149806	36.81871479	AL_ATAC_TCDD_M	TCDD	M	ERVB3_1-LTR_MM	LTR
0.027055488	8.606635257	0.129185182	0.266712581	MLT2B1	388.1306774	397.0121574	AL_ATAC_TCDD_M	TCDD	M	MLT2B1	LTR
-0.387361178	0.040424363	0.129972791	0.26784448	Cheshire_Mars	0.800158561	0.650550414	AL_ATAC_TCDD_M	TCDD	M	Cheshire_Mars	DNA
-0.117414323	3.695585718	0.130333923	0.268094963	Charlie26a	12.97994834	11.25999629	AL_ATAC_TCDD_M	TCDD	M	Charlie26a	DNA
0.050889609	6.331720242	0.131637277	0.269973979	MLT1M	80.01637207	83.89807015	AL_ATAC_TCDD_M	TCDD	M	MLT1M	LTR
0.042423416	6.57193115	0.131729931	0.269973979	Plat_L3	94.55370583	98.34761392	AL_ATAC_TCDD_M	TCDD	M	Plat_L3	LINE
0.035832332	6.824808451	0.133385172	0.272866558	L1ME3B	112.7800247	115.8447419	AL_ATAC_TCDD_M	TCDD	M	L1ME3B	LINE
-0.020043674	11.00435252	0.133695349	0.27288188	L1_Rod	2054.380847	2035.611707	AL_ATAC_TCDD_M	TCDD	M	L1_Rod	LINE
-0.036312481	6.615886232	0.133880386	0.27288188	L1MCc	97.60318687	96.44835557	AL_ATAC_TCDD_M	TCDD	M	L1MCc	LINE
0.031397887	7.579615838	0.13418871	0.27301303	RLTR9A	190.0692519	194.1937951	AL_ATAC_TCDD_M	TCDD	M	RLTR9A	LTR
0.016734859	11.13280977	0.134841551	0.273843368	MTA_Mm-int	2247.15793	2269.943261	AL_ATAC_TCDD_M	TCDD	M	MTA_Mm-int	LTR
0.023415449	9.336298426	0.136761847	0.277240048	L1MDa	645.1718664	655.3268284	AL_ATAC_TCDD_M	TCDD	M	L1MDa	LINE
-0.016075591	10.89490512	0.137288226	0.277803842	Lx10	1902.034336	1877.304747	AL_ATAC_TCDD_M	TCDD	M	Lx10	LINE
-0.057226357	5.810649873	0.137918875	0.278576211	LTR55	56.48390171	54.96081125	AL_ATAC_TCDD_M	TCDD	M	LTR55	LTR
-0.124079664	2.975305526	0.138986298	0.280226429	X5B_LINE	7.947405912	7.704310771	AL_ATAC_TCDD_M	TCDD	M	X5B_LINE	LINE
0.085502476	3.971310956	0.139468727	0.280237022	LTR85c	15.65476994	16.23349667	AL_ATAC_TCDD_M	TCDD	M	LTR85c	LTR
-0.059241618	5.653005989	0.139492423	0.280237022	RLTR9B2	50.48579931	48.29553261	AL_ATAC_TCDD_M	TCDD	M	RLTR9B2	LTR
-0.052411611	5.939863357	0.140455731	0.281162725	Charlie25	61.1110333	60.10512431	AL_ATAC_TCDD_M	TCDD	M	Charlie25	DNA
0.053040534	5.973611648	0.140247488	0.281162725	RMER16C	62.3093096	64.88728246	AL_ATAC_TCDD_M	TCDD	M	RMER16C	LTR
0.034350985	7.399093485	0.141085991	0.281920044	Arthur1	168.1666607	174.9003644	AL_ATAC_TCDD_M	TCDD	M	Arthur1	DNA
-0.04002995	6.3892477	0.141670388	0.282583181	MER76	83.9956139	81.06857319	AL_ATAC_TCDD_M	TCDD	M	MER76	LTR
-0.031590116	8.442602983	0.143457384	0.285638456	RLTR13E	347.6969242	343.75518	AL_ATAC_TCDD_M	TCDD	M	RLTR13E	LTR
0.060739787	4.616078189	0.145817429	0.288442758	MER135	24.23664808	25.20284371	AL_ATAC_TCDD_M	TCDD	M	MER135	DNA
0.016328615	10.25610104	0.145613028	0.288442758	MER5A	1221.550534	1234.406126	AL_ATAC_TCDD_M	TCDD	M	MER5A	DNA
0.041852141	7.609090966	0.145200327	0.288442758	RLTR13B4	194.5487677	200.1782679	AL_ATAC_TCDD_M	TCDD	M	RLTR13B4	LTR
-0.058437279	6.832060795	0.147722447	0.29117858	ERVB4_3-I_MM-int	114.4371438	110.1973108	AL_ATAC_TCDD_M	TCDD	M	ERVB4_3-I_MM-int	LTR
-0.025238279	8.80471819	0.147801102	0.29117858	RLTR13D6	449.1966663	444.3442392	AL_ATAC_TCDD_M	TCDD	M	RLTR13D6	LTR
0.028303008	8.506610415	0.149929274	0.294852121	IAP-d-int	363.4004327	370.0280442	AL_ATAC_TCDD_M	TCDD	M	IAP-d-int	LTR
-0.031734297	7.190257638	0.152099577	0.298072551	ERVB7_2-LTR_MM	146.0259886	143.9329236	AL_ATAC_TCDD_M	TCDD	M	ERVB7_2-LTR_MM	LTR
0.28932445	0.188151897	0.151893015	0.298072551	HUERS-P3b-int	0.899101153	1.101722497	AL_ATAC_TCDD_M	TCDD	M	HUERS-P3b-int	LTR
-0.027798342	10.82141247	0.155667697	0.304531735	MMERVK10C-int	1811.23413	1761.243144	AL_ATAC_TCDD_M	TCDD	M	MMERVK10C-int	LTR
0.034164924	6.374317144	0.156362414	0.305356966	MER91A	83.07437212	82.97844669	AL_ATAC_TCDD_M	TCDD	M	MER91A	DNA
0.032065275	10.97124381	0.156964354	0.305998453	MMVL30-int	1992.662218	2040.756603	AL_ATAC_TCDD_M	TCDD	M	MMVL30-int	LTR
0.024458762	8.922886596	0.157628894	0.306759535	L1MEd	483.4718813	487.9013508	AL_ATAC_TCDD_M	TCDD	M	L1MEd	LINE
-0.208331347	1.614159329	0.158116923	0.307175064	Eulor3	2.851114188	2.503686823	AL_ATAC_TCDD_M	TCDD	M	Eulor3	DNA
-0.039437093	5.861976087	0.159005256	0.308365478	Tigger16a	57.9879955	56.65054011	AL_ATAC_TCDD_M	TCDD	M	Tigger16a	DNA
-0.027876246	9.806626003	0.159595091	0.308387377	IAPEy-int	896.2245975	871.317496	AL_ATAC_TCDD_M	TCDD	M	IAPEy-int	LTR
-0.242571933	0.899563224	0.159588961	0.308387377	MLT1E1-int	1.600989315	1.300778875	AL_ATAC_TCDD_M	TCDD	M	MLT1E1-int	LTR
-0.010065926	12.19806032	0.159843323	0.308387377	ORR1D1	4704.650152	4667.220281	AL_ATAC_TCDD_M	TCDD	M	ORR1D1	LTR
-0.029490389	10.06354214	0.160291197	0.308719189	RMER16-int	1067.508478	1050.189787	AL_ATAC_TCDD_M	TCDD	M	RMER16-int	LTR
-0.015006049	10.67208657	0.161666014	0.310832078	MTE-int	1632.924935	1613.967842	AL_ATAC_TCDD_M	TCDD	M	MTE-int	LTR
0.019302962	9.411868822	0.162822304	0.311547564	L1MCa	681.1832025	686.0962561	AL_ATAC_TCDD_M	TCDD	M	L1MCa	LINE
0.020468273	8.490704001	0.162552072	0.311547564	MER44B	358.926987	364.7500963	AL_ATAC_TCDD_M	TCDD	M	MER44B	DNA
0.052273972	6.109785925	0.162873391	0.311547564	SRV_MM-int	68.31642289	69.35737736	AL_ATAC_TCDD_M	TCDD	M	SRV_MM-int	LTR
