logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Class
-0.077240908	7.624558248	0.003187799	0.016668909	RLTR34D_MM	197.5355955	188.1966985	AL_ATAC_TCDD_M	TCDD	M	RLTR34D_MM	LTR
0.165551674	4.29859649	0.003226163	0.016791055	MamGypLTR1d	19.37859248	21.79027101	AL_ATAC_TCDD_M	TCDD	M	MamGypLTR1d	LTR
0.058765429	8.052727682	0.003252094	0.016847653	RLTR26B_MM	263.5453911	275.0081307	AL_ATAC_TCDD_M	TCDD	M	RLTR26B_MM	LTR
0.518449689	0.597671267	0.003281986	0.016924156	MamRep1161	1.200012098	1.848996229	AL_ATAC_TCDD_M	TCDD	M	MamRep1161	DNA
-0.09399661	6.056156691	0.003385227	0.017376462	MamRep1527	66.73166006	62.59357961	AL_ATAC_TCDD_M	TCDD	M	MamRep1527	LTR
0.075859855	6.347105805	0.003498033	0.017711762	MER54A	80.30633444	84.87850072	AL_ATAC_TCDD_M	TCDD	M	MER54A	LTR
0.570242318	0.111831625	0.003477516	0.017711762	MER66B	0.799983395	1.301187208	AL_ATAC_TCDD_M	TCDD	M	MER66B	LTR
0.168572454	4.100542018	0.003494725	0.017711762	ORSL-2a	16.80586509	18.7665688	AL_ATAC_TCDD_M	TCDD	M	ORSL-2a	DNA
0.034326277	10.9885239	0.003535196	0.017819297	RMER10A	2023.125522	2070.314102	AL_ATAC_TCDD_M	TCDD	M	RMER10A	LTR
0.051331019	8.803791994	0.003666565	0.018398595	RLTR9E	444.9910168	461.9406557	AL_ATAC_TCDD_M	TCDD	M	RLTR9E	LTR
0.129723217	4.310023618	0.003733652	0.018568696	Charlie23a	19.10835527	21.13267095	AL_ATAC_TCDD_M	TCDD	M	Charlie23a	DNA
0.166229242	4.471009226	0.003731777	0.018568696	MER92C	21.43345218	24.60900334	AL_ATAC_TCDD_M	TCDD	M	MER92C	LTR
0.118902543	5.971173695	0.003987798	0.019744893	MLT1A0-int	62.42828165	69.21102163	AL_ATAC_TCDD_M	TCDD	M	MLT1A0-int	LTR
-0.040752224	11.06494639	0.004179034	0.020510257	L1_Mur1	2160.476566	2092.85739	AL_ATAC_TCDD_M	TCDD	M	L1_Mur1	LINE
0.034182235	9.611470572	0.004170725	0.020510257	MER21C	779.3861029	801.7925488	AL_ATAC_TCDD_M	TCDD	M	MER21C	LTR
-0.070756674	8.700933945	0.004260244	0.020817526	RLTR13D3A1	417.8945344	395.5779547	AL_ATAC_TCDD_M	TCDD	M	RLTR13D3A1	LTR
0.095144856	7.536033066	0.004339947	0.021114784	HAL1ME	182.7771032	194.7935102	AL_ATAC_TCDD_M	TCDD	M	HAL1ME	LINE
0.049591227	8.130794277	0.004401879	0.021323386	L1ME3	277.4904942	286.4823918	AL_ATAC_TCDD_M	TCDD	M	L1ME3	LINE
-0.033938967	11.96191991	0.0044938	0.021674837	Lx3A	3997.976508	3875.91875	AL_ATAC_TCDD_M	TCDD	M	Lx3A	LINE
-0.083121434	8.475261236	0.004534187	0.021775776	RLTR1B	358.2463006	337.6550053	AL_ATAC_TCDD_M	TCDD	M	RLTR1B	LTR
0.048985197	8.803449331	0.004638265	0.02218042	RMER17D	442.6736094	455.3162927	AL_ATAC_TCDD_M	TCDD	M	RMER17D	LTR
-0.072108801	9.269863326	0.004807021	0.022889602	L1M4b	619.6708726	589.2382299	AL_ATAC_TCDD_M	TCDD	M	L1M4b	LINE
0.126292511	4.601040532	0.00485535	0.023021763	MLT1G3-int	23.62044141	26.09841403	AL_ATAC_TCDD_M	TCDD	M	MLT1G3-int	LTR
0.090914384	5.861707238	0.004912748	0.023195634	MER96B	57.04159992	62.16690479	AL_ATAC_TCDD_M	TCDD	M	MER96B	DNA
-0.162082847	4.171707107	0.005047506	0.023731763	Kanga1d	18.17979271	16.00923552	AL_ATAC_TCDD_M	TCDD	M	Kanga1d	DNA
-0.728338462	-0.009221375	0.005106109	0.023906846	LTR64	0.84945131	0.500291308	AL_ATAC_TCDD_M	TCDD	M	LTR64	LTR
-0.118616535	4.758007078	0.005148115	0.023972021	Charlie18a	27.23036071	25.29519448	AL_ATAC_TCDD_M	TCDD	M	Charlie18a	DNA
0.151741553	5.199039391	0.005162875	0.023972021	UCON26	35.74453287	38.18593182	AL_ATAC_TCDD_M	TCDD	M	UCON26	DNA
0.053669035	7.404406858	0.005230813	0.024187106	MLT2C1	167.9457351	176.1696779	AL_ATAC_TCDD_M	TCDD	M	MLT2C1	LTR
-0.04894466	10.59197472	0.005401773	0.024874831	RMER6C	1555.840445	1509.340464	AL_ATAC_TCDD_M	TCDD	M	RMER6C	LTR
-0.079918706	6.368895741	0.005606788	0.025488547	ERVB2_1A-I_MM-int	82.95525164	77.78394412	AL_ATAC_TCDD_M	TCDD	M	ERVB2_1A-I_MM-int	LTR
0.030183046	11.59636448	0.005575332	0.025488547	MIR3	3090.956995	3133.53215	AL_ATAC_TCDD_M	TCDD	M	MIR3	SINE
0.159932128	3.842541054	0.005626158	0.025488547	MLT1I-int	13.94673234	15.56494168	AL_ATAC_TCDD_M	TCDD	M	MLT1I-int	LTR
0.037868753	9.270023123	0.005591393	0.025488547	RMER20B	615.5302393	635.0650813	AL_ATAC_TCDD_M	TCDD	M	RMER20B	LTR
0.064766729	6.551901791	0.005664372	0.025558195	L1M1	93.18398264	96.73975834	AL_ATAC_TCDD_M	TCDD	M	L1M1	LINE
-0.06094864	7.204457229	0.00570241	0.025626494	Charlie8	148.2989662	142.9094685	AL_ATAC_TCDD_M	TCDD	M	Charlie8	DNA
0.020142566	14.63507409	0.00579763	0.025867128	B4A	25394.7161	25712.49946	AL_ATAC_TCDD_M	TCDD	M	B4A	SINE
-0.03574973	12.42349068	0.005822662	0.025867128	L1_Mur2	5526.27808	5399.142779	AL_ATAC_TCDD_M	TCDD	M	L1_Mur2	LINE
-0.09932735	6.754493302	0.005825305	0.025867128	MER92B	107.9284476	102.4960566	AL_ATAC_TCDD_M	TCDD	M	MER92B	LTR
-0.028225598	14.26561169	0.00587833	0.025999412	L1_Mus3	19729.21458	19338.56571	AL_ATAC_TCDD_M	TCDD	M	L1_Mus3	LINE
0.054415597	7.617867756	0.006012677	0.026488921	RLTR35B_MM	195.5315231	203.2272295	AL_ATAC_TCDD_M	TCDD	M	RLTR35B_MM	LTR
0.416083269	0.870692194	0.006053497	0.026564167	Ricksha_b	1.500645095	2.303182012	AL_ATAC_TCDD_M	TCDD	M	Ricksha_b	DNA
0.073918181	6.087133012	0.006294044	0.027511858	MER57D	66.79686473	70.49058813	AL_ATAC_TCDD_M	TCDD	M	MER57D	LTR
-0.053211106	8.214701238	0.006459703	0.0281261	Charlie1	298.225392	288.6985003	AL_ATAC_TCDD_M	TCDD	M	Charlie1	DNA
0.096314955	6.115449688	0.00679301	0.029462707	IAPLTR4_I	68.08922068	73.51795517	AL_ATAC_TCDD_M	TCDD	M	IAPLTR4_I	LTR
0.51028867	0.21542468	0.007039071	0.030412048	Cheshire_Mars_	0.900049528	1.34963895	AL_ATAC_TCDD_M	TCDD	M	Cheshire_Mars_	DNA
0.031687318	10.89498332	0.007201748	0.030767895	MLT1C	1901.334126	1948.54426	AL_ATAC_TCDD_M	TCDD	M	MLT1C	LTR
-0.036527172	9.829853324	0.007203922	0.030767895	MMERVK9E_I-int	914.0821322	893.8877103	AL_ATAC_TCDD_M	TCDD	M	MMERVK9E_I-int	LTR
0.039769817	9.81918093	0.00730974	0.031101138	RodERV21-int	899.3986567	924.9176961	AL_ATAC_TCDD_M	TCDD	M	RodERV21-int	LTR
-0.145874851	4.649700036	0.007451668	0.031584911	MER134	25.00125054	22.41297581	AL_ATAC_TCDD_M	TCDD	M	MER134	DNA
-0.118062691	4.849197959	0.007677249	0.032418268	LTR28B	29.30894258	26.49414433	AL_ATAC_TCDD_M	TCDD	M	LTR28B	LTR
0.031466679	10.98131518	0.007722684	0.03248753	RMER17C	2018.40297	2066.688375	AL_ATAC_TCDD_M	TCDD	M	RMER17C	LTR
-0.299844645	2.127710028	0.007864106	0.032884151	Eulor1	4.094767996	3.503257678	AL_ATAC_TCDD_M	TCDD	M	Eulor1	DNA
0.068044432	8.809515712	0.007875739	0.032884151	IAPLTR1_Mm	445.9906409	470.2825243	AL_ATAC_TCDD_M	TCDD	M	IAPLTR1_Mm	LTR
-0.027944082	12.59746902	0.008048277	0.033232554	L1_Mus4	6210.949864	6067.039679	AL_ATAC_TCDD_M	TCDD	M	L1_Mus4	LINE
0.204145244	3.205259153	0.008043172	0.033232554	MER97b	8.648126998	10.51632173	AL_ATAC_TCDD_M	TCDD	M	MER97b	DNA
-0.076153678	7.48943864	0.007993025	0.033232554	RLTR30	179.8774639	172.8688831	AL_ATAC_TCDD_M	TCDD	M	RLTR30	LTR
0.054285454	7.388647553	0.008117143	0.033271365	RLTR13B2	166.9657021	173.171492	AL_ATAC_TCDD_M	TCDD	M	RLTR13B2	LTR
0.034222767	9.967700447	0.008111479	0.033271365	RMER10B	997.8958342	1021.609961	AL_ATAC_TCDD_M	TCDD	M	RMER10B	LTR
0.046660992	8.570947157	0.00818007	0.033406928	LTR16A	377.4600243	388.9838798	AL_ATAC_TCDD_M	TCDD	M	LTR16A	LTR
-0.061202886	7.478336369	0.008549207	0.034787501	Zaphod	179.5906226	170.8588791	AL_ATAC_TCDD_M	TCDD	M	Zaphod	DNA
0.128299444	4.061811812	0.008592562	0.034792744	Charlie4	16.15027056	18.06748906	AL_ATAC_TCDD_M	TCDD	M	Charlie4	DNA
0.04307496	9.308486995	0.008612681	0.034792744	MLT1K	629.08822	650.5511806	AL_ATAC_TCDD_M	TCDD	M	MLT1K	LTR
0.046324226	8.787741147	0.008849858	0.035622271	RLTR13B1	438.6688081	458.1547109	AL_ATAC_TCDD_M	TCDD	M	RLTR13B1	LTR
-0.035652125	9.301432649	0.009245071	0.036947266	MLT1F2	633.3247141	615.4754751	AL_ATAC_TCDD_M	TCDD	M	MLT1F2	LTR
0.169209951	8.480090715	0.009216312	0.036947266	RLTR4_Mm	353.4671557	393.9764534	AL_ATAC_TCDD_M	TCDD	M	RLTR4_Mm	LTR
0.07115877	6.334136128	0.009312518	0.037084368	MER67B	80.31850228	85.25309318	AL_ATAC_TCDD_M	TCDD	M	MER67B	LTR
-0.093462153	6.122670734	0.009490111	0.037657566	MamRep38	70.35443547	65.28763015	AL_ATAC_TCDD_M	TCDD	M	MamRep38	DNA
0.054341294	7.189271112	0.009570884	0.037843884	L1MCb	144.5890282	150.3125335	AL_ATAC_TCDD_M	TCDD	M	L1MCb	LINE
-0.086692511	5.914144748	0.009889413	0.038965679	ERVB7_4-LTR_MM	60.3252815	57.13282504	AL_ATAC_TCDD_M	TCDD	M	ERVB7_4-LTR_MM	LTR
-0.095148154	4.926319262	0.010068612	0.039503497	LTR84a	30.39259883	28.46216815	AL_ATAC_TCDD_M	TCDD	M	LTR84a	LTR
0.093773172	5.156053099	0.010122565	0.039503497	MamGypLTR1a	35.08987177	37.46486943	AL_ATAC_TCDD_M	TCDD	M	MamGypLTR1a	LTR
0.145002978	3.93670605	0.010131817	0.039503497	MER88	14.84601771	16.34680361	AL_ATAC_TCDD_M	TCDD	M	MER88	LTR
0.038476935	9.307605367	0.010262162	0.039872776	RLTR20C1_MM	632.3950534	645.3664713	AL_ATAC_TCDD_M	TCDD	M	RLTR20C1_MM	LTR
-0.034077205	8.777354992	0.010410906	0.040310741	L1MD3	438.8000948	429.9311916	AL_ATAC_TCDD_M	TCDD	M	L1MD3	LINE
0.059925089	7.594238526	0.010548887	0.040704152	RLTR13C1	192.1587738	200.8081535	AL_ATAC_TCDD_M	TCDD	M	RLTR13C1	LTR
0.095873412	6.007034821	0.01094902	0.041673312	HERV16-int	63.01542741	68.53931134	AL_ATAC_TCDD_M	TCDD	M	HERV16-int	LTR
-0.041005813	10.04260836	0.01084821	0.041673312	L1Md_Gf	1063.586607	1027.132079	AL_ATAC_TCDD_M	TCDD	M	L1Md_Gf	LINE
-0.029181619	12.53191534	0.010929508	0.041673312	Lx6	5943.965047	5823.874276	AL_ATAC_TCDD_M	TCDD	M	Lx6	LINE
-0.161940364	4.516118579	0.010897611	0.041673312	RLTR1E_MM	23.06025681	21.01926561	AL_ATAC_TCDD_M	TCDD	M	RLTR1E_MM	LTR
0.024207903	12.24780898	0.0110311	0.041843394	MTEa	4844.463135	4946.699057	AL_ATAC_TCDD_M	TCDD	M	MTEa	LTR
0.08404512	6.149753631	0.011383772	0.043035272	RLTR8	70.19977021	74.81643479	AL_ATAC_TCDD_M	TCDD	M	RLTR8	LTR
-0.447699937	0.800386365	0.011451952	0.043057385	MER47C	1.599922975	1.201061441	AL_ATAC_TCDD_M	TCDD	M	MER47C	DNA
0.054291787	7.98576233	0.011466578	0.043057385	MTEb-int	252.6521967	260.8495142	AL_ATAC_TCDD_M	TCDD	M	MTEb-int	LTR
0.052094747	8.364773066	0.011636988	0.043551137	RMER21A	328.4525645	341.6463609	AL_ATAC_TCDD_M	TCDD	M	RMER21A	LTR
0.051930671	7.072972382	0.011753419	0.043840254	BGLII_Mus	133.9187038	138.6142108	AL_ATAC_TCDD_M	TCDD	M	BGLII_Mus	LTR
0.036682685	9.270324206	0.011831138	0.043983532	RMER17C-int	614.6857257	633.1063534	AL_ATAC_TCDD_M	TCDD	M	RMER17C-int	LTR
0.122451445	4.306061751	0.012034007	0.044589583	LTR16D1	19.35378067	20.89205994	AL_ATAC_TCDD_M	TCDD	M	LTR16D1	LTR
0.097661358	5.362588113	0.012236933	0.045191843	Tigger2b	40.51800078	43.67589677	AL_ATAC_TCDD_M	TCDD	M	Tigger2b	DNA
-0.052292227	9.30215912	0.012286964	0.045227345	RLTR22_Mur	630.8170508	612.4309572	AL_ATAC_TCDD_M	TCDD	M	RLTR22_Mur	LTR
0.075939136	6.252763512	0.012404338	0.045509688	LTR37A	75.528226	79.62033628	AL_ATAC_TCDD_M	TCDD	M	LTR37A	LTR
-0.034648307	8.893418162	0.012473132	0.045612532	L1MB1	479.1490148	467.7914459	AL_ATAC_TCDD_M	TCDD	M	L1MB1	LINE
-0.026742007	12.57738352	0.012574062	0.045831842	Lx5c	6110.252608	6023.204056	AL_ATAC_TCDD_M	TCDD	M	Lx5c	LINE
0.049148055	7.848149427	0.012916106	0.046925724	MER74A	228.7774033	235.9217923	AL_ATAC_TCDD_M	TCDD	M	MER74A	LTR
-0.070676504	7.175353938	0.013217228	0.047864332	RMER16A3	144.9257318	138.6084591	AL_ATAC_TCDD_M	TCDD	M	RMER16A3	LTR
0.073465394	6.040770979	0.013363769	0.048238895	RLTR9A2	65.43964869	67.31040199	AL_ATAC_TCDD_M	TCDD	M	RLTR9A2	LTR
-0.076402027	6.651571707	0.013443778	0.048371665	RLTR13A	101.3297104	96.68838553	AL_ATAC_TCDD_M	TCDD	M	RLTR13A	LTR
0.148870998	3.409167769	0.013598892	0.048772949	MER57E2	10.14758171	11.71738722	AL_ATAC_TCDD_M	TCDD	M	MER57E2	LTR
-0.119428337	5.030577938	0.013713038	0.049025207	LTR81A	32.70169588	30.3903242	AL_ATAC_TCDD_M	TCDD	M	LTR81A	LTR
0.026663776	10.58904937	0.013860908	0.049396039	ORR1A2-int	1536.207722	1546.469436	AL_ATAC_TCDD_M	TCDD	M	ORR1A2-int	LTR
-0.02588776	12.89216109	0.01421244	0.050488001	Lx5	7622.137767	7476.109892	AL_ATAC_TCDD_M	TCDD	M	Lx5	LINE
-0.145628475	3.867899791	0.014574756	0.051611242	MER127	14.55567984	12.76149539	AL_ATAC_TCDD_M	TCDD	M	MER127	DNA
-0.053837635	8.124670245	0.014795102	0.052226245	RLTR13G	280.49966	263.4412225	AL_ATAC_TCDD_M	TCDD	M	RLTR13G	LTR
-0.027765652	11.60870288	0.015110178	0.053170722	Lx5b	3128.836421	3073.515092	AL_ATAC_TCDD_M	TCDD	M	Lx5b	LINE
-0.028052828	11.20492467	0.015459981	0.054231094	Lx4B	2360.471239	2329.245945	AL_ATAC_TCDD_M	TCDD	M	Lx4B	LINE
-0.174986225	3.733570779	0.01586314	0.055471418	Eulor11	13.60325589	11.87800433	AL_ATAC_TCDD_M	TCDD	M	Eulor11	DNA
-0.025550376	12.8889095	0.015992467	0.055576305	Lx2	7584.337471	7461.020295	AL_ATAC_TCDD_M	TCDD	M	Lx2	LINE
0.435674991	0.400283299	0.015956663	0.055576305	MLT1N2-int	1.099567945	1.402159878	AL_ATAC_TCDD_M	TCDD	M	MLT1N2-int	LTR
-0.127979854	4.502623392	0.016264268	0.056345869	MLT1A-int	22.75676281	21.1695488	AL_ATAC_TCDD_M	TCDD	M	MLT1A-int	LTR
0.026053621	11.54328141	0.01633583	0.056419116	URR1A	2978.228853	3047.650072	AL_ATAC_TCDD_M	TCDD	M	URR1A	DNA
-0.077953234	6.734762704	0.016400109	0.056466838	IAP1-MM_LTR	106.8500955	100.538058	AL_ATAC_TCDD_M	TCDD	M	IAP1-MM_LTR	LTR
0.109486786	4.248809429	0.016837268	0.057794182	X7B_LINE	18.34266753	20.08030936	AL_ATAC_TCDD_M	TCDD	M	X7B_LINE	LINE
-0.08728114	6.089940008	0.017121025	0.058588462	ERVB3_1-I_MM-int	67.97206482	63.81481555	AL_ATAC_TCDD_M	TCDD	M	ERVB3_1-I_MM-int	LTR
-0.048423263	7.427766961	0.017462512	0.05957485	Charlie1b	172.5515633	167.698662	AL_ATAC_TCDD_M	TCDD	M	Charlie1b	DNA
0.080568779	5.979641978	0.018084325	0.061508694	LTR33B	62.64977903	67.7667925	AL_ATAC_TCDD_M	TCDD	M	LTR33B	LTR
0.067167484	6.127092846	0.018296329	0.062037823	BGLII_A	68.76554096	72.92946898	AL_ATAC_TCDD_M	TCDD	M	BGLII_A	LTR
0.074502345	6.349380814	0.018350777	0.062037823	MER121	80.95898495	86.09933661	AL_ATAC_TCDD_M	TCDD	M	MER121	DNA
0.030316561	9.044719167	0.01848705	0.062310269	MER58B	525.7531753	535.7718759	AL_ATAC_TCDD_M	TCDD	M	MER58B	DNA
-0.032132027	9.21259498	0.018609517	0.062453507	L1MC5	595.2783332	583.936049	AL_ATAC_TCDD_M	TCDD	M	L1MC5	LINE
0.0267359	10.28445518	0.018641172	0.062453507	RMER15-int	1243.577484	1279.36032	AL_ATAC_TCDD_M	TCDD	M	RMER15-int	LTR
-0.044831137	8.36075363	0.019112856	0.063652638	IAPEY4_I-int	329.1172853	319.1326629	AL_ATAC_TCDD_M	TCDD	M	IAPEY4_I-int	LTR
-0.144278099	3.897037158	0.019363535	0.064296129	RLTR12F	14.89897713	13.41245871	AL_ATAC_TCDD_M	TCDD	M	RLTR12F	LTR
-0.058848794	7.777828838	0.01961681	0.064944408	RLTR1C	219.8478832	211.0455238	AL_ATAC_TCDD_M	TCDD	M	RLTR1C	LTR
0.101866986	4.631986411	0.019702728	0.065036438	LTR88c	24.35852962	26.08626669	AL_ATAC_TCDD_M	TCDD	M	LTR88c	LTR
-0.042481047	14.26636613	0.019963806	0.065640357	B2_Mm2	19782.49907	19171.51646	AL_ATAC_TCDD_M	TCDD	M	B2_Mm2	SINE
0.090706529	4.744618734	0.020061664	0.065640357	MLT1C-int	26.35320988	28.5845821	AL_ATAC_TCDD_M	TCDD	M	MLT1C-int	LTR
0.19150522	2.668952408	0.020057201	0.065640357	RLTR9A4	5.997530309	6.903974117	AL_ATAC_TCDD_M	TCDD	M	RLTR9A4	LTR
-0.216804829	2.39671042	0.020293265	0.06620456	Eulor12	5.245469643	4.408947423	AL_ATAC_TCDD_M	TCDD	M	Eulor12	DNA
-0.027192635	11.64453368	0.020461748	0.066560164	L1Md_F	3216.563091	3136.367105	AL_ATAC_TCDD_M	TCDD	M	L1Md_F	LINE
-0.0310257	11.09825533	0.021213123	0.068605446	ORR1B2	2210.303123	2141.131874	AL_ATAC_TCDD_M	TCDD	M	ORR1B2	LTR
-0.093130615	5.329180415	0.021161682	0.068605446	RMER16B	40.34807546	36.90615671	AL_ATAC_TCDD_M	TCDD	M	RMER16B	LTR
0.196800297	3.075831494	0.021350197	0.068849771	Charlie14a	8.048866491	9.403761408	AL_ATAC_TCDD_M	TCDD	M	Charlie14a	DNA
-0.020213339	13.70742643	0.021653114	0.069625963	L1_Mus1	13406.27966	13150.3762	AL_ATAC_TCDD_M	TCDD	M	L1_Mus1	LINE
0.092517181	5.565642862	0.021882371	0.070161529	LTRIS4	47.13699087	50.02389609	AL_ATAC_TCDD_M	TCDD	M	LTRIS4	LTR
0.084570821	5.475037814	0.022156527	0.070837582	LTR16D	43.52726163	46.34129731	AL_ATAC_TCDD_M	TCDD	M	LTR16D	LTR
-0.053092456	7.147290642	0.022342499	0.071112704	HAL1M8	141.8966187	135.3601991	AL_ATAC_TCDD_M	TCDD	M	HAL1M8	LINE
-0.06872051	5.992893253	0.022490784	0.071112704	Kanga2_a	63.83024259	60.51252041	AL_ATAC_TCDD_M	TCDD	M	Kanga2_a	DNA
-0.031748183	9.921069768	0.02249678	0.071112704	Lx2A1	969.18677	948.0853319	AL_ATAC_TCDD_M	TCDD	M	Lx2A1	LINE
-0.027490587	11.2818052	0.022456986	0.071112704	Lx3B	2493.924961	2445.4759	AL_ATAC_TCDD_M	TCDD	M	Lx3B	LINE
-0.025374752	12.11305993	0.02257371	0.071154877	Lx2B2	4429.27598	4338.633607	AL_ATAC_TCDD_M	TCDD	M	Lx2B2	LINE
0.056354485	7.095716121	0.022800854	0.071668978	MER34A	135.5474104	141.5313678	AL_ATAC_TCDD_M	TCDD	M	MER34A	LTR
0.063779478	6.521097553	0.022943586	0.071881752	MamTip2	91.37539631	94.95354697	AL_ATAC_TCDD_M	TCDD	M	MamTip2	DNA
-0.313688042	1.480032343	0.022997022	0.071881752	UCON21	2.647798201	2.198846676	AL_ATAC_TCDD_M	TCDD	M	UCON21	DNA
-0.394990762	0.828921807	0.023099738	0.07200169	MER50B	1.601352633	1.200516802	AL_ATAC_TCDD_M	TCDD	M	MER50B	LTR
-0.048649127	12.43636863	0.02341034	0.072591623	B2_Mm1t	5552.556917	5377.265162	AL_ATAC_TCDD_M	TCDD	M	B2_Mm1t	SINE
0.045995197	7.447180914	0.023418745	0.072591623	L1M3e	174.0874353	177.202994	AL_ATAC_TCDD_M	TCDD	M	L1M3e	LINE
0.028445629	9.771853847	0.023510699	0.072675339	MLTR11A	873.6813347	890.4119261	AL_ATAC_TCDD_M	TCDD	M	MLTR11A	LTR
-0.114098367	4.997183738	0.023732263	0.073158134	L1M3de	32.40182941	29.05803471	AL_ATAC_TCDD_M	TCDD	M	L1M3de	LINE
0.052792168	7.425756184	0.023990554	0.073751182	LTR50	169.2404936	174.6506456	AL_ATAC_TCDD_M	TCDD	M	LTR50	LTR
-0.149266264	3.774265109	0.024175046	0.074114732	L1M3f	13.30051648	12.36144061	AL_ATAC_TCDD_M	TCDD	M	L1M3f	LINE
0.092197481	4.733104007	0.024729521	0.075607469	MamGypLTR1b	26.32364245	27.71648429	AL_ATAC_TCDD_M	TCDD	M	MamGypLTR1b	LTR
-0.098059972	6.417365127	0.025048955	0.076375423	MER90	85.71102593	80.0544427	AL_ATAC_TCDD_M	TCDD	M	MER90	LTR
0.093079545	5.349868713	0.02511985	0.076383458	ERVB4_2-LTR_MM	40.95318068	42.62847855	AL_ATAC_TCDD_M	TCDD	M	ERVB4_2-LTR_MM	LTR
0.087871876	4.672893032	0.026356688	0.079927192	MER105	25.09881227	26.36202639	AL_ATAC_TCDD_M	TCDD	M	MER105	DNA
-0.049425765	8.107358789	0.026504861	0.079943233	RLTR13D3	278.0894529	263.9018694	AL_ATAC_TCDD_M	TCDD	M	RLTR13D3	LTR
0.049035119	7.959028871	0.026463882	0.079943233	RMER6BA	247.3573188	255.4127642	AL_ATAC_TCDD_M	TCDD	M	RMER6BA	LTR
-0.121505527	4.451498394	0.026648738	0.080161123	MER110	21.55134123	20.24084925	AL_ATAC_TCDD_M	TCDD	M	MER110	LTR
0.029394745	9.732272506	0.027204409	0.081395009	RLTR14	848.1328702	871.0803961	AL_ATAC_TCDD_M	TCDD	M	RLTR14	LTR
0.039602951	9.30524312	0.027172557	0.081395009	RMER20C_Mm	628.2261005	638.5675502	AL_ATAC_TCDD_M	TCDD	M	RMER20C_Mm	LTR
0.330263318	0.882649781	0.027373655	0.081682986	MER133B	1.599845607	2.199609208	AL_ATAC_TCDD_M	TCDD	M	MER133B	DNA
-0.051041933	9.865180789	0.028031467	0.083202153	MMERGLN-int	938.257094	897.132666	AL_ATAC_TCDD_M	TCDD	M	MMERGLN-int	LTR
0.111036785	4.581515869	0.028141955	0.08330912	LTR86C	23.55230347	25.80271942	AL_ATAC_TCDD_M	TCDD	M	LTR86C	LTR
-0.110098545	4.466189227	0.028529668	0.084234033	MamRep1879	22.1477752	19.71857807	AL_ATAC_TCDD_M	TCDD	M	MamRep1879	DNA
0.054474465	7.66138092	0.028817676	0.084860472	RLTR13C3	199.8002817	209.9443042	AL_ATAC_TCDD_M	TCDD	M	RLTR13C3	LTR
-0.083780052	6.795770464	0.029408778	0.086373811	RLTR44C	111.1261297	103.0460516	AL_ATAC_TCDD_M	TCDD	M	RLTR44C	LTR
-0.053544166	6.373099282	0.029791943	0.087270114	L1MEi	82.94169543	80.04601294	AL_ATAC_TCDD_M	TCDD	M	L1MEi	LINE
-0.036826083	10.1038433	0.030088779	0.087909515	MusHAL1	1101.547253	1090.501657	AL_ATAC_TCDD_M	TCDD	M	MusHAL1	LINE
-0.051940373	6.869532803	0.031005816	0.090352887	MER67C	117.5706257	112.1850202	AL_ATAC_TCDD_M	TCDD	M	MER67C	LTR
-0.082912109	4.998744729	0.031157941	0.090560353	MLTR32C_MM	32.14702095	30.06176165	AL_ATAC_TCDD_M	TCDD	M	MLTR32C_MM	LTR
-0.027461046	12.54785993	0.03203997	0.092882712	L1_Mur3	6011.790666	5876.817838	AL_ATAC_TCDD_M	TCDD	M	L1_Mur3	LINE
0.104829641	9.934615773	0.032340428	0.093270461	RLTR4_MM-int	960.7616132	1035.172296	AL_ATAC_TCDD_M	TCDD	M	RLTR4_MM-int	LTR
0.05654407	7.343296029	0.032294945	0.093270461	RMER17A-int	162.2909463	169.7052183	AL_ATAC_TCDD_M	TCDD	M	RMER17A-int	LTR
-0.106707711	4.295556105	0.032559821	0.0936618	MER130	19.40169911	18.47844176	AL_ATAC_TCDD_M	TCDD	M	MER130	DNA
-0.031015479	9.474307081	0.032942402	0.094519353	L1MA8	712.8786913	701.5520308	AL_ATAC_TCDD_M	TCDD	M	L1MA8	LINE
0.033523952	9.606473813	0.03350796	0.095896181	RLTR14-int	777.1513117	786.0465525	AL_ATAC_TCDD_M	TCDD	M	RLTR14-int	LTR
0.061181895	6.391598295	0.033650719	0.096059069	Ricksha_c	83.46697158	87.68380314	AL_ATAC_TCDD_M	TCDD	M	Ricksha_c	DNA
0.016958581	10.88728516	0.033879622	0.096466406	ORR1C1	1888.587697	1914.858395	AL_ATAC_TCDD_M	TCDD	M	ORR1C1	LTR
-0.132119519	4.100719505	0.035026314	0.099478289	MER70-int	17.35170143	16.43232045	AL_ATAC_TCDD_M	TCDD	M	MER70-int	LTR
0.20041728	2.162458332	0.035256539	0.099878651	LTR108c_Mam	4.10093592	4.802470316	AL_ATAC_TCDD_M	TCDD	M	LTR108c_Mam	LTR
-0.057122576	6.573778535	0.036160564	0.102180988	LTR82A	95.82521291	92.53109381	AL_ATAC_TCDD_M	TCDD	M	LTR82A	LTR
-0.054394173	7.060916382	0.036460683	0.102769532	RLTR13A3	133.3217868	127.7435571	AL_ATAC_TCDD_M	TCDD	M	RLTR13A3	LTR
0.019939314	10.63267456	0.037031939	0.104117437	L3	1579.959122	1615.669783	AL_ATAC_TCDD_M	TCDD	M	L3	LINE
